"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","Primary Purpose","Purposes","Source Agency","State or Federal Agency ID","Latitude","Longitude","State","County","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","Section, Township, or Range Location","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","Years Modified","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Length of Secondary Lock","Lock Width (Ft)","Secondary Lock Width (Ft)","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL","USACE Division","USACE District","Last EAP Exercise Date"
"Jackson Lake Dam","","","NM00337","","NM00337","NEW MEXICO DEPARTMENT OF GAME AND FISH","State","State","1","W. CARLOS POWELL","No","Irrigation","Irrigation;Fish and Wildlife Pond;Recreation","New Mexico","D-337","36.809000000000005","-108.2236","New Mexico","San Juan","FARMINGTON","4","LA  PLATA RIVER-OS","Congressional District 03, New Mexico","T30N R13W S17","Yes","Yes","OFFICE OF THE STATE ENGINEER","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","Unlisted/Unknown","45","","","45","25-50 feet","550","0","1919","1910-1919","1951","1468","1468","911","72.9","0.2","1223","Uncontrolled","24","0","0","","0","","Valve0","2021-04-09","2017-05-23","1","High","Poor","2017-05-23","Yes","2016-01-14","https://damsafety.org/new-mexico","South Pacific Division","Albuquerque District",""
"Shadow Mountain Dike","","","CO01666","S001","CO01666S001","RECLAMATION","Federal","Federal","","","","","","Bureau of Reclamation","","40.2072","-105.8452","Colorado","Grand","","","","Congressional District 02, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","","","","","37","63","63","51-100 feet","","","1945","1940-1949","","18369","18369","","1852","","","","","","","","","","","2022-06-01","2020-09-16","","High","Not Available","","No","2020-01-24","https://www.usbr.gov/ssle/damsafety/","Northwestern Division","Omaha District",""
"Kemmerer","Kemmerer City Enl of 5302r","5302r","WY01282","","WY01282","CITY OF KEMMERER","Local Government","Local Government","0","VICTOR E. ANDERSON? Daniel L. Johnson of Woodward-Clyde","No","Water Supply","Water Supply","Wyoming","9776R","41.939","-110.652","Wyoming","Lincoln","KEMMERER","12","HAMS FORK RIVER","Congressional District 00, Wyoming","26","Yes","Yes","SEO","Yes","Yes","Yes","","","","","","","","","Earth","Earth;Other","Earth","Soil","30","21","30","30","25-50 feet","850","2750","1942","1940-1949","1990","2370","2370","1769","183","271","27000","Uncontrolled","80","","","","","","Slide (sluice gate)1","2022-03-17","2018-09-19","5","High","Poor","2018-09-19","Yes","2017-02-07","https://damsafety.org/wyoming","Northwestern Division","Sacramento District",""
"Desert Lake - Wash Lake","","","UT00572","","UT00572","DIVISION OF WILDLIFE RESOURCES","State","State","0","","No","","","Utah","UT00572","39.36851719","-110.7840495","Utah","Emery","NONE - DRAINS TO PRI","0","WASHES AND FEEDER CANAL","Congressional District 03, Utah","03,17S~10E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","7","10","10","Less than 25 feet","1200","","1965","1960-1969","","120","","120","","0","","","","","","","","","","2021-03-17","2019-04-30","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Willow Creek","Steamboat Lake","","CO01036","","CO01036","COLORADO PARKS AND WILDLIFE (TAYLOR, MARGARET)","State","State","0","","No","Recreation","Recreation","Colorado","580210","40.791675999999995","-106.947237","Colorado","Routt","MILNER","21","WILLOW CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Unlisted/Unknown","100","96","100","100","51-100 feet","700","68650","1966","1960-1969","","37367","37367","28668","1056","35","4628","Uncontrolled","98","0","0","","0","","","2022-12-22","2022-08-18","1","High","Fair","2022-08-18","Yes","2022-03-03","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Williams Fork West Dike                                          ","","","CO00717","S001","CO00717S001","Denver Water","Local Government","Local Government","2","","No","Water Supply","Recreation;Hydroelectric;Water Supply","Federal Energy Regulatory Commission","02204-01-02","40.027","-106.22070000000001","Colorado","Grand","Kremmling","18","Williams Fork River           ","Congressional District 02, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Earth","Earth","","","14","14","14","14","Less than 25 feet","2000","","1959","1950-1959","","96800","96800","96800","1700","230","","None","","","","","","","","2021-06-14","2018-06-05","1","Low","Not Available","","Yes","2020-12-31","https://www.ferc.gov/dam-safety-and-inspections","Northwestern Division","Sacramento District",""
"Horse Bench","","","UT00419","","UT00419","BUREAU OF LAND MANAGEMENT","Federal","Federal","0","","No","Recreation","Recreation","Utah","UT00419","38.85184605","-110.215692","Utah","Emery","NONE - DRAINS TO COL","0","UNNAMED","Congressional District 03, Utah","36,22S~15E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","17","21","21","Less than 25 feet","170","","1940","1940-1949","","350","350","245","","3","","","","","","","","","","2021-03-17","2019-05-07","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","South Pacific Division","Sacramento District",""
"Desert Lake - Homestead Lake","","","UT00569","","UT00569","DIVISION OF WILDLIFE RESOURCES","State","State","0","","No","","","Utah","UT00569","39.36564146","-110.7833866","Utah","Emery","NONE - DRAINS TO PRI","0","WASHES AND FEEDER CANAL","Congressional District 03, Utah","10,17S~10E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","5","7","7","Less than 25 feet","720","","1965","1960-1969","","236","","236","","0","","","","","","","","","","2021-03-17","2019-04-30","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Foy","","","UT00029","","UT00029","DIV WILDLIFE RESOURCES","State","State","0","","No","Recreation","Recreation","Utah","UT00029","37.90419887","-109.5100325","Utah","San Juan","NONE - DRAINS TO IND","0","SPRING","Congressional District 03, Utah","16,33S~22E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","14","18","18","Less than 25 feet","650","","1960","1960-1969","","50","50","25","","0.9","","","","","","","","","","2021-03-17","2002-10-19","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","South Pacific Division","Sacramento District",""
"Pariette West Dike","","","UT00506","","UT00506","BUREAU OF LAND MANAGEMENT","Federal","Federal","0","","No","Flood Risk Reduction","Flood Risk Reduction","Utah","UT00506","40.04352347","-109.7856958","Utah","Uintah","NONE - DRAINS TO GRE","0","PARIETTE DRAW","Congressional District 01, Utah","06,9S~19E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","","10","10","Less than 25 feet","","","1977","1970-1979","","250","","250","","0","","","","","","","","","","2021-03-17","2019-08-13","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Nottingham","","","CO02164","","CO02164","AVON METROPOLITAN DISTRICT (HILDRETH, JUSTIN)","Local Government","Local Government","0","GOLDER;UNKNOWN","No","Irrigation","Irrigation","Colorado","370119","39.635007","-106.492233","Colorado","Eagle","AVON","2","NOTTINGHAM GULCH","Congressional District 02, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","36","21","36","36","25-50 feet","400","2015","1936","1930-1939","2004H;2004S","27","27","20","2","3","505","Uncontrolled","32.1","0","0","","0","","Slide (sluice gate)1","2022-12-22","2022-06-23","2","Significant","Fair","2022-06-23","No","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Desert Lake - Alkali Lake","","","UT00567","","UT00567","DIVISION OF WILDLIFE RESOURCES","State","State","0","","No","","","Utah","UT00567","39.36185047","-110.7857163","Utah","Emery","NONE - DRAINS TO PRI","0","WASHES AND FEEDER CANAL","Congressional District 03, Utah","10,17S~10E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","8","11","11","Less than 25 feet","1230","","1965","1960-1969","","368","","368","","0","","","","","","","","","","2021-03-17","2019-04-30","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"West Badger Detention","","","CO01254","","CO01254","U.S. BUREAU OF LAND MANAGEMENT","Federal","Federal","0","","No","Flood Risk Reduction","Flood Risk Reduction","Colorado","720401","39.300005","-108.94223","Colorado","Mesa","MACK","6","BADGER WASH-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","23","23","25","25","25-50 feet","665","0","1962","1960-1969","","150","150","88","11","1","830","Uncontrolled","20","0","0","","0","","","2022-12-22","2000-05-10","3","Low","Satisfactory","2009-08-19","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Fairview","","","CO00482","","CO00482","PROJECT 7 WATER AUTHORITY (TURNER, ADAM)","Public Utility","Public Utility","0","","","Water Supply","Irrigation;Water Supply","Colorado","410106","38.477332","-107.778214","Colorado","Montrose","MONTROSE","3","UNCOMPAHGRE RIVER,TR&SP-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Soil","45","49","58","58","51-100 feet","900","790","1968","1960-1969","","540","540","350","36","0","2600","Uncontrolled","100","0","0","","0","","Uncontrolled;Valve","2022-12-22","2022-10-20","1","High","Fair","2022-10-20","Yes","2015-03-19","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Sheep Creek","","","UT00273","","UT00273","DIVISION OF WILDLIFE RESOURCES","State","State","0","","No","Recreation","Recreation","Utah","UT00273","40.8918625","-109.8423713","Utah","Daggett","NONE - DRAINS TO GRE","0","SHEEP CREEK","Congressional District 01, Utah","24,2N~18E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","15","20","20","Less than 25 feet","1905","","1958","1950-1959","","920","920","760","","1","","","","","","","","","","2021-03-17","2019-07-10","2","Significant","Not Rated","","Yes","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Browns Park National Wildlife Refuge","","","UT00441","","UT00441","BROWNS PARK NATION WILD.","Federal","Federal","0","","No","Other","Other","Utah","UT00441","40.888532999999995","-109.1490115","Utah","Daggett","NONE - DRAINS TO GRE","0","GREEN RIVER--OFFSTREAM","Congressional District 01, Utah","24,2N~24E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","8","11","11","Less than 25 feet","6450","","","Undetermined","","500","500","400","","0","","","","","","","","","","2021-03-17","","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Sackett","","","CO00625","","CO00625","TOWN OF CEDAREDGE (YOUNG, JERRY)","Local Government","Local Government","0","USDA NRCS","Yes","Irrigation","Irrigation","Colorado","400509","39.065008","-107.833905","Colorado","Delta","CEDAREDGE","15","SURFACE CREEK-TR","Congressional District 03, Colorado","S30,T.11S,R.93W, 6TH PM","Yes","Yes","DWR","Yes","Yes","Yes","","","Natural Resources Conservation Service","","","","","","Earth","Earth","Earth","Soil","20","23","24","24","Less than 25 feet","127","3160","1964","1960-1969","","152","152","102","10","0","345","None","10","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2018-09-06","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Currier ","","","CO82444","","CO82444","USDA FS","Federal","Federal","0","","No","Recreation","Recreation","Forest Service","020402 0223","39.088300000000004","-107.9783","Colorado","Mesa","","0.7000000000000001","COTTONWOOD CREEK","Congressional District 03, Colorado","","No","","","","","","Forest Service","","","","","","","","Earth","Earth","Unlisted/Unknown;Unlisted/Unknown;Unlisted/Unknown;Unlisted/Unknown","Unlisted/Unknown","11","8","11","11","Less than 25 feet","220","1591","1939","1930-1939","","35","35","22","0","1","80","Controlled","2","","","","","","Valve","2021-05-17","1964-09-06","","Significant","Not Rated","","Not Required","","https://www.fs.usda.gov/eng/dams/","Northwestern Division","Sacramento District",""
"Woods Lake","","","CO00194","","CO00194","COLORADO PARKS AND WILDLIFE","State","State","0","","","Fish and Wildlife Pond","Fish and Wildlife Pond;Recreation","Colorado","600125","37.884426999999995","-108.05667199999999","Colorado","San Miguel","PLACERVILLE","10","FALL CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","11","5","5","11","Less than 25 feet","117","450","1951","1950-1959","","188","188","90","23","10","445","None","18","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2010-10-12","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Bureau of Land Mgmt.  90r269","","","UT20961","","UT20961","BUREAU OF LAND MANAGEMENT","Federal","Federal","0","","No","Fish and Wildlife Pond","Fish and Wildlife Pond","Utah","UT20961","39.47856897","-109.2263222","Utah","Uintah","","0","","Congressional District 01, Utah","27,15S~24E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","","25","25","25-50 feet","365","","1989","1980-1989","","23.5","","23.5","","0","","","2","","","","","","","2021-03-17","","5","Low","Not Rated","","Not Required","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Howard","","","CO00574","","CO00574","CITY OF DELTA (CAUDLE, CASEY)","Local Government","Local Government","0","USDA NRCS","Yes","Water Supply","Irrigation;Water Supply","Colorado","400320","39.021149","-107.953438","Colorado","Delta","CEDAREDGE","6","KISER CREEK-TR","Congressional District 03, Colorado","S12,T.12S,R.95W, 6TH PM","Yes","Yes","DWR","Yes","Yes","Yes","","","Natural Resources Conservation Service","","","","","","Earth","Earth","Earth","Soil","32","25","25","32","25-50 feet","294","14455","1955","1950-1959","","112","112","72","8","0","415","None","12","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2014-10-03","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Bullock Draw","","","UT00058","","UT00058","DIVISION OF WILDLIFE RESOURCES","State","State","0","USDA NRCS","No","Irrigation","Irrigation","Utah","UT00058","40.35685731","-109.8173659","Utah","Uintah","GUSHER","5","BULLOCK DRAIN","Congressional District 01, Utah","31,1S~2E US","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","Natural Resources Conservation Service","","","","","","Earth","Earth","","","","32","35","35","25-50 feet","1750","","1970","1970-1979","","1300","1300","1040","","0.4","187","","20","","","","","","","2021-05-24","2020-10-23","1","High","Fair","","Yes","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Grand Valley Diversion","","","CO02953","","CO02953","U.S. BUREAU OF RECLAMATION","Federal","Federal","0","","No","","","Colorado","720423","39.189003","-108.28191699999999","Colorado","Mesa","","","COLORADO RIVER","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","","","","","14","14","14","14","Less than 25 feet","","","","Undetermined","","110","110","110","","","","None","0","0","0","","0","","","2022-12-22","","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Monticello Lake","","","UT00218","","UT00218","DIVISION OF WILDLIFE RESOURCES","State","State","0","","No","Recreation","Recreation","Utah","UT00218","37.89684415","-109.4673432","Utah","San Juan","MONTICELLO","8","SPRING CREEK--OFFSTREAM","Congressional District 03, Utah","23,33S~22E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","21","25","25","25-50 feet","327","","1954","1950-1959","","62","62","27","","0.3","","","","","","","","","","2021-03-17","2019-07-11","2","Significant","Not Rated","","Yes","","https://damsafety.org/utah","South Pacific Division","Sacramento District",""
