,Spillway Type,Dam Length (Ft),Federal Agency Involvement Other,Dam Name,Other Structure ID,Federal Agency Involvement Operation,Foundation,EAP Prepared,Core Types,Purposes,Congressional District,Surface Area (Acres),"Section, Township, or Range Location",Drainage Area (Sq Miles),Hydraulic Height (Ft),Federal Agency Involvement Design,Length of Locks,Primary Owner Type,City,geometry,Primary Dam Type,Owner Types,State Permitting Authority,River or Stream Name,Secondary Lock Width (Ft),Federal Agency Involvement Construction,NID Height Category,NID Storage (Acre-Ft),Federal Agency Involvement Funding,Years Modified,Other Names,Dam Height (Ft),State Jurisdictional Dam,County,Lock Width (Ft),EAP Last Revision Date,Length of Secondary Lock,Federal ID,Number of Associated Structures,State Regulated Dam,Distance to Nearest City (Miles),Year Completed Category,Dam Types,State Enforcement Authority,State Inspection Authority,Structural Height (Ft),Latitude,Hazard Potential Classification,Year Completed,Owner Names,NID Height (Ft),Source Agency,Condition Assessment,Inspection Frequency,Volume (Cubic Yards),Designer Names,Condition Assessment Date,Primary Purpose,Website URL,NID ID,Data Last Updated,Max Storage (Acre-Ft),State Regulatory Agency,Max Discharge (Cubic Ft/Second),Former Names,Federal Agency Involvement Inspection,Non-Federal Dam on Federal Property,Longitude,State or Federal Agency ID,Spillway Width (Ft),Federal Agency Involvement Regulatory,Normal Storage (Acre-Ft),Federal Agency Owners,State,Outlet Gate Type,Number of Locks,Last Inspection Date
40,Uncontrolled,850,,Kemmerer,,,Soil,Yes,Earth,Water Supply,"Congressional District 00, Wyoming",183,26,271,21,,,Local Government,KEMMERER,,Earth,Local Government,Yes,HAMS FORK RIVER,,,25-50 feet,2370,,1990,Kemmerer City Enl of 5302r,30,Yes,Lincoln,,2017-02-07,,WY01282,0,Yes,12,1940-1949,Earth;Other,Yes,Yes,30,41.939,High,1942,CITY OF KEMMERER,30,Wyoming,Poor,5,2750,VICTOR E. ANDERSON? Daniel L. Johnson of Woodward-Clyde,2018-09-19,Water Supply,https://damsafety.org/wyoming,WY01282,2022-03-17,2370,SEO,27000,5302r,,No,-110.652,9776R,80,,1769,,Wyoming,Slide (sluice gate)1,,2018-09-19
41,,1200,,Desert Lake - Wash Lake,,,,Not Required,,,"Congressional District 03, Utah",,"03,17S~10E SL",0,7,,,State,NONE - DRAINS TO PRI,,Earth,State,Yes,WASHES AND FEEDER CANAL,,,Less than 25 feet,120,,,,,Yes,Emery,,,,UT00572,0,Yes,0,1960-1969,Earth,Yes,Yes,10,39.36851719,Low,1965,DIVISION OF WILDLIFE RESOURCES,10,Utah,Not Rated,5,,,,,https://damsafety.org/utah,UT00572,2021-03-17,,Utah Division of Water Rights,,,,No,-110.7840495,UT00572,,,120,,Utah,,,2019-04-30
42,Uncontrolled,700,,Willow Creek,,,Unlisted/Unknown,Yes,Earth,Recreation,"Congressional District 03, Colorado",1056,,35,96,,0,State,MILNER,,Earth,State,Yes,WILLOW CREEK,,,51-100 feet,37367,,,Steamboat Lake,100,Yes,Routt,0,2022-03-03,,CO01036,0,Yes,21,1960-1969,Earth,Yes,Yes,100,40.791675999999995,High,1966,"COLORADO PARKS AND WILDLIFE (TAYLOR, MARGARET)",100,Colorado,Fair,1,68650,,2022-08-18,Recreation,https://damsafety.org/colorado,CO01036,2022-12-22,37367,DWR,4628,,,No,-106.947237,580210,98,,28668,,Colorado,,0,2022-08-18
43,None,2000,,Williams Fork West Dike                                          ,S001,,,Yes,,Recreation;Hydroelectric;Water Supply,"Congressional District 02, Colorado",1700,,230,14,,,Local Government,Kremmling,,Earth,Local Government,Yes,Williams Fork River           ,,,Less than 25 feet,96800,,,,14,Yes,Grand,,2020-12-31,,CO00717S001,2,Yes,18,1950-1959,Earth,Yes,Yes,14,40.027,Low,1959,Denver Water,14,Federal Energy Regulatory Commission,Not Available,1,,,,Water Supply,https://www.ferc.gov/dam-safety-and-inspections,CO00717,2021-06-14,96800,DWR,,,Federal Energy Regulatory Commission,No,-106.22070000000001,02204-01-02,,Federal Energy Regulatory Commission,96800,,Colorado,,,2018-06-05
44,,170,,Horse Bench,,,,Not Required,,Recreation,"Congressional District 03, Utah",,"36,22S~15E SL",3,17,,,Federal,NONE - DRAINS TO COL,,Earth,Federal,Yes,UNNAMED,,,Less than 25 feet,350,,,,,Yes,Emery,,,,UT00419,0,Yes,0,1940-1949,Earth,Yes,Yes,21,38.85184605,Low,1940,BUREAU OF LAND MANAGEMENT,21,Utah,Not Rated,5,,,,Recreation,https://damsafety.org/utah,UT00419,2021-03-17,350,Utah Division of Water Rights,,,,No,-110.215692,UT00419,,,245,,Utah,,,2019-05-07
45,,720,,Desert Lake - Homestead Lake,,,,Not Required,,,"Congressional District 03, Utah",,"10,17S~10E SL",0,5,,,State,NONE - DRAINS TO PRI,,Earth,State,Yes,WASHES AND FEEDER CANAL,,,Less than 25 feet,236,,,,,Yes,Emery,,,,UT00569,0,Yes,0,1960-1969,Earth,Yes,Yes,7,39.36564146,Low,1965,DIVISION OF WILDLIFE RESOURCES,7,Utah,Not Rated,5,,,,,https://damsafety.org/utah,UT00569,2021-03-17,,Utah Division of Water Rights,,,,No,-110.7833866,UT00569,,,236,,Utah,,,2019-04-30
46,,650,,Foy,,,,Not Required,,Recreation,"Congressional District 03, Utah",,"16,33S~22E SL",0.9,14,,,State,NONE - DRAINS TO IND,,Earth,State,Yes,SPRING,,,Less than 25 feet,50,,,,,Yes,San Juan,,,,UT00029,0,Yes,0,1960-1969,Earth,Yes,Yes,18,37.90419887,Low,1960,DIV WILDLIFE RESOURCES,18,Utah,Not Rated,5,,,,Recreation,https://damsafety.org/utah,UT00029,2021-03-17,50,Utah Division of Water Rights,,,,No,-109.5100325,UT00029,,,25,,Utah,,,2002-10-19
47,,,,Pariette West Dike,,,,Not Required,,Flood Risk Reduction,"Congressional District 01, Utah",,"06,9S~19E SL",0,,,,Federal,NONE - DRAINS TO GRE,,Earth,Federal,Yes,PARIETTE DRAW,,,Less than 25 feet,250,,,,,Yes,Uintah,,,,UT00506,0,Yes,0,1970-1979,Earth,Yes,Yes,10,40.04352347,Low,1977,BUREAU OF LAND MANAGEMENT,10,Utah,Not Rated,5,,,,Flood Risk Reduction,https://damsafety.org/utah,UT00506,2021-03-17,,Utah Division of Water Rights,,,,No,-109.7856958,UT00506,,,250,,Utah,,,2019-08-13
48,Uncontrolled,400,,Nottingham,,,Rock;Soil,No,Earth,Irrigation,"Congressional District 02, Colorado",2,,3,21,,0,Local Government,AVON,,Earth,Local Government,Yes,NOTTINGHAM GULCH,,,25-50 feet,27,,2004H;2004S,,36,Yes,Eagle,0,,,CO02164,0,Yes,2,1930-1939,Earth,Yes,Yes,36,39.635007,Significant,1936,"AVON METROPOLITAN DISTRICT (HILDRETH, JUSTIN)",36,Colorado,Fair,2,2015,GOLDER;UNKNOWN,2022-06-23,Irrigation,https://damsafety.org/colorado,CO02164,2022-12-22,27,DWR,505,,,No,-106.492233,370119,32.1,,20,,Colorado,Slide (sluice gate)1,0,2022-06-23
49,,1230,,Desert Lake - Alkali Lake,,,,Not Required,,,"Congressional District 03, Utah",,"10,17S~10E SL",0,8,,,State,NONE - DRAINS TO PRI,,Earth,State,Yes,WASHES AND FEEDER CANAL,,,Less than 25 feet,368,,,,,Yes,Emery,,,,UT00567,0,Yes,0,1960-1969,Earth,Yes,Yes,11,39.36185047,Low,1965,DIVISION OF WILDLIFE RESOURCES,11,Utah,Not Rated,5,,,,,https://damsafety.org/utah,UT00567,2021-03-17,,Utah Division of Water Rights,,,,No,-110.7857163,UT00567,,,368,,Utah,,,2019-04-30
50,Uncontrolled,665,,West Badger Detention,,,,Not Required,,Flood Risk Reduction,"Congressional District 03, Colorado",11,,1,23,,0,Federal,MACK,,Earth,Federal,Yes,BADGER WASH-TR,,,25-50 feet,150,,,,23,Yes,Mesa,0,,,CO01254,0,Yes,6,1960-1969,Earth,Yes,Yes,25,39.300005,Low,1962,U.S. BUREAU OF LAND MANAGEMENT,25,Colorado,Satisfactory,3,0,,2009-08-19,Flood Risk Reduction,https://damsafety.org/colorado,CO01254,2022-12-22,150,DWR,830,,,No,-108.94223,720401,20,,88,,Colorado,,0,2000-05-10
51,Uncontrolled,900,,Fairview,,,Soil,Yes,Earth,Irrigation;Water Supply,"Congressional District 03, Colorado",36,,0,49,,0,Public Utility,MONTROSE,,Earth,Public Utility,Yes,"UNCOMPAHGRE RIVER,TR&SP-TR",,,51-100 feet,540,,,,45,Yes,Montrose,0,2015-03-19,,CO00482,0,Yes,3,1960-1969,Earth,Yes,Yes,58,38.477332,High,1968,"PROJECT 7 WATER AUTHORITY (TURNER, ADAM)",58,Colorado,Fair,1,790,,2022-10-20,Water Supply,https://damsafety.org/colorado,CO00482,2022-12-22,540,DWR,2600,,,,-107.778214,410106,100,,350,,Colorado,Uncontrolled;Valve,0,2022-10-20
52,,1905,,Sheep Creek,,,,Yes,,Recreation,"Congressional District 01, Utah",,"24,2N~18E SL",1,15,,,State,NONE - DRAINS TO GRE,,Earth,State,Yes,SHEEP CREEK,,,Less than 25 feet,920,,,,,Yes,Daggett,,,,UT00273,0,Yes,0,1950-1959,Earth,Yes,Yes,20,40.8918625,Significant,1958,DIVISION OF WILDLIFE RESOURCES,20,Utah,Not Rated,2,,,,Recreation,https://damsafety.org/utah,UT00273,2021-03-17,920,Utah Division of Water Rights,,,,No,-109.8423713,UT00273,,,760,,Utah,,,2019-07-10
53,,6450,,Browns Park National Wildlife Refuge,,,,Not Required,,Other,"Congressional District 01, Utah",,"24,2N~24E SL",0,8,,,Federal,NONE - DRAINS TO GRE,,Earth,Federal,Yes,GREEN RIVER--OFFSTREAM,,,Less than 25 feet,500,,,,,Yes,Daggett,,,,UT00441,0,Yes,0,Undetermined,Earth,Yes,Yes,11,40.888532999999995,Low,,BROWNS PARK NATION WILD.,11,Utah,Not Rated,5,,,,Other,https://damsafety.org/utah,UT00441,2021-03-17,500,Utah Division of Water Rights,,,,No,-109.1490115,UT00441,,,400,,Utah,,,
54,None,127,,Sackett,,,Soil,Not Required,Earth,Irrigation,"Congressional District 03, Colorado",10,"S30,T.11S,R.93W, 6TH PM",0,23,Natural Resources Conservation Service,0,Local Government,CEDAREDGE,,Earth,Local Government,Yes,SURFACE CREEK-TR,,,Less than 25 feet,152,,,,20,Yes,Delta,0,,,CO00625,0,Yes,15,1960-1969,Earth,Yes,Yes,24,39.065008,Low,1964,"TOWN OF CEDAREDGE (YOUNG, JERRY)",24,Colorado,Not Rated,6,3160,USDA NRCS,,Irrigation,https://damsafety.org/colorado,CO00625,2022-12-22,152,DWR,345,,,Yes,-107.833905,400509,10,,102,,Colorado,Slide (sluice gate);Uncontrolled,0,2018-09-06
55,Controlled,220,,Currier ,,,Unlisted/Unknown,Not Required,Unlisted/Unknown;Unlisted/Unknown;Unlisted/Unknown;Unlisted/Unknown,Recreation,"Congressional District 03, Colorado",0,,1,8,,,Federal,,,Earth,Federal,,COTTONWOOD CREEK,,,Less than 25 feet,35,,,,11,,Mesa,,,,CO82444,0,No,0.7000000000000001,1930-1939,Earth,,,11,39.088300000000004,Significant,1939,USDA FS,11,Forest Service,Not Rated,,1591,,,Recreation,https://www.fs.usda.gov/eng/dams/,CO82444,2021-05-17,35,,80,,,No,-107.9783,020402 0223,2,,22,Forest Service,Colorado,Valve,,1964-09-06
56,None,117,,Woods Lake,,,Rock;Soil,Not Required,Earth,Fish and Wildlife Pond;Recreation,"Congressional District 03, Colorado",23,,10,5,,0,State,PLACERVILLE,,Earth,State,Yes,FALL CREEK,,,Less than 25 feet,188,,,,11,Yes,San Miguel,0,,,CO00194,0,Yes,10,1950-1959,Earth,Yes,Yes,5,37.884426999999995,Low,1951,COLORADO PARKS AND WILDLIFE,11,Colorado,Not Rated,6,450,,,Fish and Wildlife Pond,https://damsafety.org/colorado,CO00194,2022-12-22,188,DWR,445,,,,-108.05667199999999,600125,18,,90,,Colorado,Slide (sluice gate);Uncontrolled,0,2010-10-12
57,,365,,Bureau of Land Mgmt.  90r269,,,,Not Required,,Fish and Wildlife Pond,"Congressional District 01, Utah",,"27,15S~24E SL",0,,,,Federal,,,Earth,Federal,Yes,,,,25-50 feet,23.5,,,,,Yes,Uintah,,,,UT20961,0,Yes,0,1980-1989,Earth,Yes,Yes,25,39.47856897,Low,1989,BUREAU OF LAND MANAGEMENT,25,Utah,Not Rated,5,,,,Fish and Wildlife Pond,https://damsafety.org/utah,UT20961,2021-03-17,,Utah Division of Water Rights,,,,No,-109.2263222,UT20961,2,,23.5,,Utah,,,
58,None,294,,Howard,,,Soil,Not Required,Earth,Irrigation;Water Supply,"Congressional District 03, Colorado",8,"S12,T.12S,R.95W, 6TH PM",0,25,Natural Resources Conservation Service,0,Local Government,CEDAREDGE,,Earth,Local Government,Yes,KISER CREEK-TR,,,25-50 feet,112,,,,32,Yes,Delta,0,,,CO00574,0,Yes,6,1950-1959,Earth,Yes,Yes,25,39.021149,Low,1955,"CITY OF DELTA (CAUDLE, CASEY)",32,Colorado,Not Rated,6,14455,USDA NRCS,,Water Supply,https://damsafety.org/colorado,CO00574,2022-12-22,112,DWR,415,,,Yes,-107.953438,400320,12,,72,,Colorado,Slide (sluice gate);Uncontrolled,0,2014-10-03
59,,1750,,Bullock Draw,,,,Yes,,Irrigation,"Congressional District 01, Utah",,"31,1S~2E US",0.4,32,Natural Resources Conservation Service,,State,GUSHER,,Earth,State,Yes,BULLOCK DRAIN,,,25-50 feet,1300,,,,,Yes,Uintah,,,,UT00058,0,Yes,5,1970-1979,Earth,Yes,Yes,35,40.35685731,High,1970,DIVISION OF WILDLIFE RESOURCES,35,Utah,Fair,1,,USDA NRCS,,Irrigation,https://damsafety.org/utah,UT00058,2021-05-24,1300,Utah Division of Water Rights,187,,,No,-109.8173659,UT00058,20,,1040,,Utah,,,2020-10-23
60,None,,,Grand Valley Diversion,,,,Not Required,,,"Congressional District 03, Colorado",,,,14,,0,Federal,,,,Federal,Yes,COLORADO RIVER,,,Less than 25 feet,110,,,,14,Yes,Mesa,0,,,CO02953,0,Yes,,Undetermined,,Yes,Yes,14,39.189003,Low,,U.S. BUREAU OF RECLAMATION,14,Colorado,Not Rated,6,,,,,https://damsafety.org/colorado,CO02953,2022-12-22,110,DWR,,,,No,-108.28191699999999,720423,0,,110,,Colorado,,0,
61,,327,,Monticello Lake,,,,Yes,,Recreation,"Congressional District 03, Utah",,"23,33S~22E SL",0.3,21,,,State,MONTICELLO,,Earth,State,Yes,SPRING CREEK--OFFSTREAM,,,25-50 feet,62,,,,,Yes,San Juan,,,,UT00218,0,Yes,8,1950-1959,Earth,Yes,Yes,25,37.89684415,Significant,1954,DIVISION OF WILDLIFE RESOURCES,25,Utah,Not Rated,2,,,,Recreation,https://damsafety.org/utah,UT00218,2021-03-17,62,Utah Division of Water Rights,,,,No,-109.4673432,UT00218,,,27,,Utah,,,2019-07-11
62,,374,,Calder (Zelph),,,,Yes,,Irrigation,"Congressional District 01, Utah",,"15,1S~24E SL",35,45,,,State,NONE - DRAINS TO GRE,,Earth,State,Yes,POT CREEK,,,51-100 feet,2600,,,,,Yes,Uintah,,,,UT00061,0,Yes,0,1980-1989,Earth,Yes,Yes,50,40.73186443,Significant,1989,DIVISION OF WILDLIFE RESOURCES,50,Utah,Not Rated,2,,,,Irrigation,https://damsafety.org/utah,UT00061,2021-03-17,2600,Utah Division of Water Rights,35,,,No,-109.205681,UT00061,,,1600,,Utah,,,2019-09-24
63,,600,,Butler Valley,,,,Not Required,,Flood Risk Reduction,"Congressional District 02, Utah",,"05,39S~1E SL",3.7,18,,,Federal,NONE,,Earth,Federal,Yes,TRIB TO WAHWEAP CREEK,,,25-50 feet,270,,,,,Yes,Kane,,,,UT00364,0,Yes,0,1960-1969,Earth,Yes,Yes,29,37.45682769,Low,1969,BUREAU OF LAND MANAGEMENT,29,Utah,Not Rated,5,,,,Flood Risk Reduction,https://damsafety.org/utah,UT00364,2021-03-17,270,Utah Division of Water Rights,52,,,No,-111.8290669,UT00364,,,74,,Utah,,,2018-06-28
64,Uncontrolled,85,,Beaver Lake,,Forest Service,,Not Required,,Recreation,"Congressional District 03, Colorado",7,,0,17,Forest Service,,Federal,,,Earth,Federal,Yes,BRANCH OF CIMARRON RIVER,,Forest Service,25-50 feet,75,Forest Service,,,20,Yes,Gunnison,,,,CO00217,0,Yes,0,1960-1969,Earth,Yes,Yes,25,38.25278658,Low,1965,USDA FS,25,Forest Service,Not Rated,10,1951,,,Recreation,https://www.fs.usda.gov/eng/dams/,CO00217,2021-05-17,75,DWR,150,,,No,-107.5437731,020406 0303,10,Forest Service,51,Forest Service,Colorado,,,2009-09-27
65,,1100,,Willow Creek Forebay Dam,S001,Bureau of Reclamation,,Not Required,,,"Congressional District 02, Colorado",,"S9, T2N, R76W",134,95,,0,Federal,,,Earth,Federal,Yes,WILLOW CREEK,,,Greater than 100 feet,10600,Bureau of Reclamation,,,,Yes,Grand,0,,,CO01670S001,0,Yes,0,1950-1959,Earth,Yes,Yes,127,40.1422,Low,1953,RECLAMATION,127,Bureau of Reclamation,Not Available,6,392400,,,,https://www.usbr.gov/ssle/damsafety/,CO01670,2021-05-24,,DWR,,,Bureau of Reclamation,No,-105.9119,,0,Bureau of Reclamation,10600,Bureau of Reclamation,Colorado,,0,
66,Uncontrolled,1130,,Taylor Draw                                                      ,,,,Yes,,Irrigation;Fish and Wildlife Pond;Recreation;Hydroelectric;Water Supply,"Congressional District 03, Colorado",615,"S.27,T.2N,R.101W",2788,,,,Local Government,Rangely                                           ,,Earth,Local Government,Yes,White River                   ,,,51-100 feet,22200,,,Kenney Reservoir,71,Yes,Rio Blanco,,2016-11-11,,CO02572,1,Yes,5,1980-1989,Earth,Yes,Yes,81,40.1071,High,1984,Rio Blanco Water Conservancy District,81,Federal Energy Regulatory Commission,Not Available,1,360000,Western Engineers,,Hydroelectric,https://www.ferc.gov/dam-safety-and-inspections,CO02572,2021-06-14,22200,DWR,138000,,Federal Energy Regulatory Commission,No,-108.71300000000001,08914-01-01,,Federal Energy Regulatory Commission,13800,,Colorado,,,2020-09-30
67,Uncontrolled,140,,Supply Basin,,,,Not Required,,Recreation,"Congressional District 03, Colorado",22,,0,7,,0,State,GLENWOOD SPGS,,Earth,State,Yes,DEEP CREEK,,,Less than 25 feet,267,,,,13,Yes,Garfield,0,,,CO01594,,Yes,16,1910-1919,Earth,Yes,Yes,13,39.7596,Low,1911,COLORADO PARKS AND WILDLIFE,13,Colorado,Not Rated,6,0,,,Recreation,https://damsafety.org/colorado,CO01594,2022-12-22,267,DWR,1600,,,Yes,-107.323066,530202,15,,139,,Colorado,,0,2019-07-30
68,,,,Moab City Johnson Canyon Retention Dam,,,,No,,Flood Risk Reduction,"Congressional District 03, Utah",,"06,26S~22E SL",0.5,,,,Local Government,MOAB,,Masonry,Local Government,Yes,JOHNSON CANYON (DRY WASH),,,Undetermined,0,,,,,Yes,Grand,,,,UT00637,0,Yes,0.1,Undetermined,Masonry,Yes,Yes,,38.54184722,Significant,,MOAB CITY,0,Utah,Not Rated,2,,,,Flood Risk Reduction,https://damsafety.org/utah,UT00637,2021-03-17,,Utah Division of Water Rights,,,,No,-109.5806719,UT00637,,,,,Utah,,,2004-05-07
69,,1005,,Crouse,,,,Yes,,,"Congressional District 01, Utah",,"23,1S~24E SL",30,21,,,State,None - Green River,,Earth,State,Yes,POT CREEK,,,25-50 feet,1516,,,,,Yes,Uintah,,,,UT00055,0,Yes,0,1900-1909,Earth,Yes,Yes,29.5,40.72019784,Significant,1909,DIVISION OF WILDLIFE RESOURCES,29.5,Utah,Not Rated,2,,,,,https://damsafety.org/utah,UT00055,2021-03-17,1516,Utah Division of Water Rights,,,,No,-109.1806798,UT00055,,,1086,,Utah,,,2019-09-24
70,,335,,Round Willow Bottom,,,,Not Required,,Recreation,"Congressional District 02, Utah",,"25,33S~1W SL",0.6,11,,,State,ESCALANTE,,Earth,State,Yes,TRIB TO TWITCHELL CREEK,,,Less than 25 feet,50,,,,,Yes,Garfield,,,,UT00375,0,Yes,18,1960-1969,Earth,Yes,Yes,14,37.90850444,Low,1961,DIV WILDLIFE RESOURCES,14,Utah,Not Rated,5,,,,Recreation,https://damsafety.org/utah,UT00375,2021-03-17,50,Utah Division of Water Rights,,,,No,-111.8424096,UT00375,,,40,,Utah,,,2009-08-10
71,None,1127,,Dugger,,,Soil,Not Required,Earth,Irrigation;Water Supply,"Congressional District 03, Colorado",17,,0,26,,0,Local Government,DELTA,,Earth,Local Government,Yes,OAK CREEK-TR,,,25-50 feet,297,,,,25,Yes,Delta,0,,,CO00600,0,Yes,14,1940-1949,Earth,Yes,Yes,31,38.916678,Low,1947,"CITY OF DELTA (CAUDLE, CASEY)",31,Colorado,Fair,6,71888,,2020-07-27,Water Supply,https://damsafety.org/colorado,CO00600,2022-12-22,297,DWR,588,,,Yes,-108.108902,400222,20,,212,,Colorado,Slide (sluice gate);Uncontrolled,0,2020-06-10
72,Uncontrolled,300,,Anderson Reservoir,,,Rock;Soil,Not Required,Earth,Fish and Wildlife Pond,"Congressional District 03, Colorado",,,0,9,,,Federal,BUFORD,,Earth,Federal,Yes,BEAR CREEK DIVERSION,,,Less than 25 feet,100,,,,12,Yes,Garfield,,,,CO03033,,Yes,25,1960-1969,Earth,Yes,Yes,9,40.04721562,Low,1967,USDA FS,12,Forest Service,Not Rated,10,1621,,,Fish and Wildlife Pond,https://www.fs.usda.gov/eng/dams/,CO03033,2021-05-17,100,,0,,,No,-107.287535,021502 0051,8,,48,Forest Service,Colorado,Uncontrolled,,2017-08-02
73,Uncontrolled,215,,Martin Arroyo Dam,,,Unlisted/Unknown,No,,Flood Risk Reduction,"Congressional District 03, New Mexico",3.73,T29N R13W S3,1,,,0,Local Government,FARMINGTON,,Earth,Local Government,Yes,MARTIN ARROYO,,,25-50 feet,53.61,,,,25,Yes,San Juan,0,,,NM00523,0,Yes,0,1980-1989,Earth,Yes,Yes,,36.7613,High,1987,CITY OF FARMINGTON,25,New Mexico,Satisfactory,3,0,"BOHANNON HUSTON, INC.",2019-12-03,Flood Risk Reduction,https://damsafety.org/new-mexico,NM00523,2021-04-09,53.61,OFFICE OF THE STATE ENGINEER,2516,,,No,-108.1867,D-523,75,,0,,New Mexico,,0,2019-12-03
74,Uncontrolled,2000,,Wamsutter Wastewater,,,Soil,Not Required,Earth,Debris Control;Other,"Congressional District 00, Wyoming",15,26,0,4,,,Local Government,,,Earth,Local Government,Yes,OFFCHANNEL,,,Less than 25 feet,148,,,,8,Yes,Sweetwater,,,,WY01948,0,Yes,0,1970-1979,Earth,Yes,Yes,8,41.6789,Low,1979,TOWN OF WAMSUTTER,8,Wyoming,Fair,5,,ROBERT R. FARNSWORTH,2022-05-16,Debris Control,https://damsafety.org/wyoming,WY01948,2023-01-05,148,SEO,0,,,Yes,-107.96470000000001,9203R,1,,73,,Wyoming,Uncontrolled1,,2022-05-16
75,Uncontrolled,483,,Muddy Creek,,,,Not Required,,Recreation,"Congressional District 02, Colorado",35,,2,22,,0,State,KREMMLING,,Earth,State,Yes,MUDDY CREEK,,,25-50 feet,395,,2012,Dumont Lake,30,Yes,Grand,0,,,CO00704,0,Yes,27,1950-1959,Earth,Yes,Yes,38,40.401677,Low,1954,COLORADO PARKS AND WILDLIFE,38,Colorado,Fair,6,0,,2020-05-15,Recreation,https://damsafety.org/colorado,CO00704,2022-12-22,395,DWR,1992,,,Yes,-106.628895,500116,54,,273,,Colorado,,0,2020-10-19
76,,1355,,Desert Lake - Fawn Lake,,,,Not Required,,,"Congressional District 03, Utah",,"11,17S~10E SL",0,4,,,State,NONE - DRAINS TO PRI,,Earth,State,Yes,WASHES AND FEEDER CANAL,,,Less than 25 feet,248,,,,,Yes,Emery,,,,UT00568,0,Yes,0,1960-1969,Earth,Yes,Yes,9,39.36185061,Low,1965,DIVISION OF WILDLIFE RESOURCES,9,Utah,Not Rated,5,,,,,https://damsafety.org/utah,UT00568,2021-03-17,,Utah Division of Water Rights,,,,No,-110.7673825,UT00568,,,248,,Utah,,,2019-04-30
77,Uncontrolled,1100,,Amber,,,,Not Required,,Irrigation;Recreation,"Congressional District 03, Colorado",7,,,23,,0,Public Utility,DURANGO,,Earth,Public Utility,Yes,COAL GULCH-TR,,,Less than 25 feet,65,,1989,,23,Yes,La Plata,0,,,CO02878,0,Yes,10,1980-1989,Earth,Yes,Yes,23,37.255714999999995,Low,1989,LAKE DURANGO WATER AUTHORITY,23,Colorado,Not Rated,6,,,,Irrigation,https://damsafety.org/colorado,CO02878,2022-12-22,65,DWR,,,,No,-107.981282,300139,25,,43,,Colorado,Slide (sluice gate)1,0,2021-08-24
78,Uncontrolled,260,,Mack Mesa,,,,Not Required,,Recreation,"Congressional District 03, Colorado",18,,0,31,,0,State,MACK,,Earth,State,Yes,MACK WASH-TR,,,25-50 feet,239,,,Mack Mesa Lake,31,Yes,Mesa,0,,,CO00873,0,Yes,4,1950-1959,Earth,Yes,Yes,36,39.281672,Low,1952,COLORADO PARKS AND WILDLIFE,36,Colorado,Fair,0,0,,2010-06-04,Recreation,https://damsafety.org/colorado,CO00873,2022-12-22,239,DWR,80,,,No,-108.843898,720208,16,,131,,Colorado,,0,2019-10-28
79,Uncontrolled,180,,Duncan,,,,No,,Fish and Wildlife Pond;Recreation;Other,"Congressional District 03, Colorado",7,,2,31,,0,Local Government,DURANGO,,Earth,Local Government,Yes,PURGATORY CREEK-OS,,,25-50 feet,78,,2008,Twilight Lake,31,Yes,La Plata,0,,,CO02535,0,Yes,30,1970-1979,Earth,Yes,Yes,31,37.630493,Significant,1978,"PURGATORY METRO DISTRICT (HASSEL, ERIC)",31,Colorado,Satisfactory,2,,"DAVIS ENGINEERING SERVICE, INC.",2021-08-18,Other,https://damsafety.org/colorado,CO02535,2022-12-22,78,DWR,500,,,No,-107.805674,300130,69,,61,,Colorado,Slide (sluice gate)1,0,2021-08-18
80,Uncontrolled,400,,Bear Creek,,,,Yes,,Recreation,"Congressional District 03, Colorado",1,,1,10,,0,Local Government,STEAMBOAT SPRINGS,,Earth,Local Government,Yes,BEAR CREEK-OS,,,Less than 25 feet,8,,,,10,Yes,Routt,0,2019-01-15,,CO02793,0,Yes,1,1960-1969,Earth,Yes,Yes,10,40.45001,Significant,1966,"CITY OF STEAMBOAT SPRINGS (COSBY;PARKS, OPEN SPAC",10,Colorado,Fair,2,,,2022-08-29,Recreation,https://damsafety.org/colorado,CO02793,2022-12-22,8,DWR,168,,,No,-106.786684,580311,12,,5,,Colorado,,0,2022-08-29
81,Uncontrolled,300,,Echo Canyon,,,,Yes,,Fish and Wildlife Pond;Recreation,"Congressional District 03, Colorado",118,,10,68,,0,State,TRUJILLO,,Earth,State,Yes,ECHO CANYON,,,51-100 feet,3063,,,,68,Yes,Archuleta,0,2016-01-06,,CO01055,0,Yes,10,1960-1969,Earth,Yes,Yes,82,37.207423,Significant,1969,COLORADO PARKS AND WILDLIFE,82,Colorado,Fair,2,,,2021-04-08,Recreation,https://damsafety.org/colorado,CO01055,2022-12-22,3063,DWR,5352,,,No,-107.000119,290104,76,,2149,,Colorado,Slide (sluice gate)1,0,2021-04-08
82,Uncontrolled,160,,Stagecoach                                                       ,S001,,,Yes,,Recreation;Hydroelectric,"Congressional District 03, Colorado",800,,,,,,Public Utility,,,Timber Crib,Public Utility,Yes,,,,Less than 25 feet,22500,,,,12,Yes,La Plata,,2020-12-30,,CO00895S001,2,Yes,,Undetermined,Timber Crib,Yes,Yes,,37.5902,High,,Public Service Company of Colorado,12,Federal Energy Regulatory Commission,Not Available,3,,,,Hydroelectric,https://www.ferc.gov/dam-safety-and-inspections,CO00895,2021-06-14,22500,DWR,4360,,Federal Energy Regulatory Commission,No,-107.7985,12589-01-02,140,Federal Energy Regulatory Commission,22000,,Colorado,,,2020-09-30
